Title,Link,authors,year,abstract_text,source_url,title
Spaceflight Activates Lipotoxic Pathways in Mouse Liver,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6915713/,"Afshin Beheshti, Kaushik Chakravarty, Homer Fogle, Hossein Fazelinia, Willian A da Silveira, Valery Boyko, San-Huei Lai Polo, Amanda M Saravia-Butler, Gary Hardiman, Deanne Taylor, Jonathan M Galazka, Sylvain V Costes",2019,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6915713/,Multi-omics analysis of multiple missions to space reveal a theme of lipid dysregulation in mouse liver
Treatment with a soluble bone morphogenetic protein type 1A receptor (BMPR1A) fusion protein increases bone mass and bone formation in mice subjected to hindlimb unloading.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6124165/,"Frank C Ko, Miranda Van Vliet, Rachel Ellman, Daniel Grasso, Daniel J Brooks, Jordan M Spatz, Chrissy Conlon, J Ignacio Aguirre, Thomas J Wronski, Mary L Bouxsein",2017,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6124165/,Treatment With a Soluble Bone Morphogenetic Protein Type 1A Receptor (BMPR1A) Fusion Protein Increases Bone Mass and Bone Formation in Mice Subjected to Hindlimb Unloading
RNAseq and RNA molecular barcoding reveal differential gene expression in cortical bone following hindlimb unloading in female mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8509868/,"Jordan M Spatz, Frank C Ko, Ugur M Ayturk, Matthew L Warman, Mary L Bouxsein",2021,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8509868/,RNAseq and RNA molecular barcoding reveal differential gene expression in cortical bone following hindlimb unloading in female mice
Proteomic and phosphoproteomic characterization of cardiovascular tissues after long term exposure to simulated space radiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11063234/,"Yared H Kidane, Franklin H Lee, Matthew F Smith, Chunbo Wang, Jacqueline Barbera Mirza, Saachi Sharma, Alejandro A Lobo, Krish C Dewan, Jengwei Chen, Thomas E Diaz, Michelle Mendiola Pla, Matthew W Foster, Dawn E Bowles",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11063234/,Proteomic and phosphoproteomic characterization of cardiovascular tissues after long term exposure to simulated space radiation
Adaptive Changes in the Vestibular System of Land Snail to a 30-Day Spaceflight and Readaptation on Return to Earth,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5672023/,"Nikolay Aseyev, Alia Kh Vinarskaya, Matvey Roshchin, Tatiana A Korshunova, Aleksey Yu Malyshev, Alena B Zuzina, Victor N Ierusalimsky, Maria S Lemak, Igor S Zakharov, Ivan A Novikov, Peter Kolosov, Ekaterina Chesnokova, Svetlana Volkova, Artem Kasianov, Leonid Uroshlev, Yekaterina Popova, Richard D Boyle, Pavel M Balaban",2017,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5672023/,Adaptive Changes in the Vestibular System of Land Snail to a 30-Day Spaceflight and Readaptation on Return to Earth
"Morphology of the Utricular Otolith Organ in the Toadfish, Opsanus tau",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5899691/,"Richard Boyle, Reza Ehsanian, Alireza Mofrad, Yekaterina Popova, Joseph Varelas",2018,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5899691/,"Morphology of the Utricular Otolith Organ in the Toadfish, Opsanus tau"
"Influence of Magnitude and Duration of Altered Gravity and Readaptation to 1g on the Structure and Function of the Utricle in Toadfish, Opsanus tau.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6204554/,"Richard Boyle, Yekaterina Popova, Joseph Varelas",2018,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6204554/,"Influence of Magnitude and Duration of Altered Gravity and Readaptation to 1 g on the Structure and Function of the Utricle in Toadfish, Opsanus tau"
Organization of the ER-Golgi interface for membrane traffic control.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4064004/,"Federica Brandizzi, Charles Barlowe",2013,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4064004/,Organization of the ER–Golgi interface for membrane traffic control
IRE1: ER stress sensor and cell fate executor.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3818365/,"Yani Chen, Federica Brandizzi",2013,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3818365/,IRE1: ER stress sensor and cell fate executor
Inter-regulation of the unfolded protein response and auxin signaling.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3981873/,"Yani Chen, Kyaw Aung, Jakub Rolčík, Kathryn Walicki, Jiří Friml, Federica Brandizzi",2013,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3981873/,INTER-REGULATION OF THE UNFOLDED PROTEIN RESPONSE AND AUXIN SIGNALING
Endoplasmic reticulum-shape and function in stress translation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4150462/,"Federica Brandizzi, Lorenzo Frigerio, Stephen H Howell, Patrick Schäfer",2014,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4150462/,Endoplasmic reticulum—shape and function in stress translation
Galactose-depleted xycoglucan is dysfunctional and leads to dwarfism in Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378170/,"Yingzhen Kong, Maria J Peña, Luciana Renna, Utku Avci, Sivakumar Pattathil, Sami T Tuomivaara, Xuemei Li, Wolf-Dieter Reiter, Federica Brandizzi, Michael G Hahn, Alan G Darvill, William S York, Malcolm A O’Neill",2015,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378170/,Galactose-Depleted Xyloglucan Is Dysfunctional and Leads to Dwarfism in Arabidopsis
"Unfolded protein response in plants: one master, many questions.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4618186/,"Cristina Ruberti, Sang-Jin Kim, Giovanni Stefano, Federica Brandizzi",2015,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4618186/,"Unfolded protein response in plants: one master, many questions"
Vesicles versus Tubes: Is Endoplasmic Reticulum-Golgi Transport in Plants Fundamentally Different from Other Eukaryotes?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4453782/,"David G Robinson, Federica Brandizzi, Chris Hawes, Akihiko Nakano",2015,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4453782/,Vesicles versus Tubes: Is Endoplasmic Reticulum-Golgi Transport in Plants Fundamentally Different from Other Eukaryotes?
Pectin methylesterification impacts the relationship between photosynthesis and plant growth.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4902601/,"Sarathi M Weraduwage, Sang-Jin Kim, Luciana Renna, Fransisca C Anozie, Thomas D Sharkey, Federica Brandizzi",2016,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4902601/,Pectin Methylesterification Impacts the Relationship between Photosynthesis and Plant Growth
Reduced Chloroplast Coverage genes from Arabidopsis thaliana help to establish the size of the chloroplast compartment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4776492/,"Robert M Larkin, Giovanni Stefano, Michael E Ruckle, Andrea K Stavoe, Christopher A Sinkler, Federica Brandizzi, Carolyn M Malmstrom, Katherine W Osteryoung",2016,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4776492/,REDUCED CHLOROPLAST COVERAGE genes from Arabidopsis thaliana help to establish the size of the chloroplast compartment
Maintaining the factory: The roles of the unfolded protein response in cellular homeostasis in plants.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5415411/,"Evan Angelos, Cristina Ruberti, Sang-Jin Kim, Federica Brandizzi",2017,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5415411/,Maintaining the Factory: The Roles of the Unfolded Protein Response in Cellular Homeostasis in Plants
NADPH oxidase activity is required for ER stress survival in plants.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6289879/,"Evan Angelos, Federica Brandizzi",2018,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6289879/,NADPH Oxidase activity is required for ER stress survival in plants
Relevance of the Unfolded Protein Response to Spaceflight-Induced Transcriptional Reprogramming in Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987364/,"Evan Angelos, Dae Kwan Ko, Starla Zemelis-Durfee, Federica Brandizzi",2021,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987364/,Relevance of the Unfolded Protein Response to Spaceflight-Induced Transcriptional Reprogramming in Arabidopsis
Reanalysis of the Mars500 experiment reveals common gut microbiome alterations in astronauts induced by long-duration confinement,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8099722/,"NJB Brereton, FE Pitre, E Gonzalez",2021,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8099722/,Reanalysis of the Mars500 experiment reveals common gut microbiome alterations in astronauts induced by long-duration confinement
"High atomic weight, high-energy radiation (HZE) induces transcriptional responses shared with conventional stresses in addition to a core ""DSB"" response specific to clastogenic treatments",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5116466/,"Victor Missirian, Phillip A Conklin, Kevin M Culligan, Neil D Huefner, Anne B Britt",2016,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5116466/,"Corrigendum: High atomic weight, high-energy radiation (HZE) induces transcriptional responses shared with conventional stresses in addition to a core “DSB” response specific to clastogenic treatments"
Genomic stability in response to high versus low linear energy transfer radiation in Arabidopsis thaliana,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4033213/,"Neil D Huefner, Kaoru Yoshiyama, Joanna D Friesner, Phillip A Conklin, Anne B Britt",2014,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4033213/,Genomic stability in response to high versus low linear energy transfer radiation in Arabidopsis thaliana
Acceleration profiles and processing methods for parabolic flight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6081456/,"Christopher E Carr, Noelle C Bryan, Kendall N Saboda, Srinivasa A Bhattaru, Gary Ruvkun, Maria T Zuber",2018,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6081456/,Acceleration profiles and processing methods for parabolic flight
Cytoskeleton structure and total methylation of mouse cardiac and lung tissue during space flight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5955502/,"Irina V Ogneva, Sergey S Loktev, Vladimir N Sychev",2018,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5955502/,Cytoskeleton structure and total methylation of mouse cardiac and lung tissue during space flight
Toward countering muscle and bone loss with spaceflight: GSK3 as a potential target,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10285634/,"Ryan W Baranowski, Jessica L Braun, Briana L Hockey, Jenalyn L Yumol, Mia S Geromella, Colton JF Watson, Nigel Kurgan, Holt N Messner, Kennedy C Whitley, Adam J MacNeil, Guillemette Gauquelin-Koch, Fabrice Bertile, William Gittings, Rene Vandenboom, Wendy E Ward, Val A Fajardo",2023,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10285634/,Toward countering muscle and bone loss with spaceflight: GSK3 as a potential target
Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11271499/,"Jessica L Braun, Val A Fajardo",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11271499/,Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment
Cardiovascular progenitor cells cultured aboard the International Space Station exhibit altered developmental and functional properties,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6062551/,"Jonathan Baio, Aida F Martinez, Ivan Silva, Carla V Hoehn, Stephanie Countryman, Leonard Bailey, Nahidh Hasaniya, Michael J Pecaut, Mary Kearns-Jonker",2018,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6062551/,Cardiovascular progenitor cells cultured aboard the International Space Station exhibit altered developmental and functional properties
Inter-agency perspective: Translating advances in biomarker discovery and medical countermeasures development between terrestrial and space radiation environments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9832585/,"Andrea L DiCarlo, Lisa S Carnell, Carmen I Rios, Pataje G Prasanna",2022,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9832585/,Inter-agency perspective: Translating advances in biomarker discovery and medical countermeasures development between terrestrial and space radiation environments
Genomic and functional characterization of Enterococcus faecalis isolates recovered from the International Space Station and their potential for pathogenicity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7829349/,"Noelle C Bryan, Francois Lebreton, Michael Gilmore, Gary Ruvkun, Maria T Zuber, Christopher E Carr",2021,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7829349/,Genomic and Functional Characterization of Enterococcus faecalis Isolates Recovered From the International Space Station and Their Potential for Pathogenicity
Evaluation of in vitro macrophage differentiation during space flight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3570223/,"M Teresa Ortega, Nanyan Lu, Stephen K Chapes",2012,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3570223/,Evaluation of in vitro macrophage differentiation during space flight
Identification of critical host mitochondrion-associated genes during Ehrlichia chaffeensis infections,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3457586/,"Tonia Von Ohlen, Alison Luce-Fedrow, M Teresa Ortega, Roman R Ganta, Stephen K Chapes",2012,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3457586/,Identification of Critical Host Mitochondrion-Associated Genes during Ehrlichia chaffeensis Infections
Ehrlichia chaffeensis replication sites in adult Drosophila melanogaster.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3558598/,"Rishi Drolia, Tonia Von Ohlen, Stephen K Chapes",2013,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3558598/,Ehrlichia chaffeensis replication sites in adult Drosophila melanogaster
Development and characterization of two porcine monocyte-derived macrophage cell lines.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11046949/,"Joshua A Jackman, Astghik Hakobyan, Rafayela Grigoryan, Roza Izmailyan, Charles C Elrod, Hovakim Zakaryan",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11046949/,"Antiviral screening of natural, anti-inflammatory compound library against African swine fever virus"
Understanding macrophage differentiation during space flight: The importance of ground-based experiments before space flight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3890248/,"Stephen K Chapes, M Teresa Ortega",2013,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3890248/,Understanding macrophage differentiation during space flight: The importance of ground-based experiments before space flight
Bone marrow leptin signaling mediates obesity-associated adipose tissue inflammation in male mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3868799/,"Lea H Dib, M Teresa Ortega, Sherry D Fleming, Stephen K Chapes, Tonatiuh Melgarejo",2013,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3868799/,Bone Marrow Leptin Signaling Mediates Obesity-Associated Adipose Tissue Inflammation in Male Mice
Establishment and characterization of DB-1: a leptin receptor-deficient murine macrophage cell line,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4960141/,"Lea H Dib, M Teresa Ortega, Tonatiuh Melgarejo, Stephen K Chapes",2015,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4960141/,Establishment and characterization of DB-1: a leptin receptor-deficient murine macrophage cell line
Validation of methods to assess the immunoglobulin gene repertoire in tissues obtained from mice on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5736159/,"Trisha A Rettig, Claire Ward, Michael J Pecaut, Stephen K Chapes",2017,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5736159/,Validation of Methods to Assess the Immunoglobulin Gene Repertoire in Tissues Obtained from Mice on the International Space Station
Characterization of the naive murine antibody repertoire using unamplified high-throughput sequencing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5761896/,"Trisha A Rettig, Claire Ward, Bailey A Bye, Michael J Pecaut, Stephen K Chapes",2018,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5761896/,Characterization of the naive murine antibody repertoire using unamplified high-throughput sequencing
Effects of spaceflight on the immunoglobulin repertoire of unimmunized C57BL/6 mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5826609/,"Claire Ward, Trisha A Rettig, Savannah Hlavacek, Bailey A Bye, Michael J Pecaut, Stephen K Chapes",2017,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5826609/,Effects of spaceflight on the immunoglobulin repertoire of unimmunized C57BL/6 mice
A comparison of unamplified and massively multiplexed PCR amplification for murine antibody repertoire sequencing.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6366624/,"Trisha A Rettig, Michael J Pecaut, Stephen K Chapes",2018,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6366624/,A comparison of unamplified and massively multiplexed PCR amplification for murine antibody repertoire sequencing
Effects of skeletal unloading on the antibody repertoire of tetanus toxoid and/or CpG treated C57BL/6J mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11929063/,"Johannes Lengler, Markus Weiller, Franziska Horling, Josef Mayrhofer, Maria Schuster, Falko G Falkner, Irene Gil-Farina, Matthias Klugmann, Friedrich Scheiflinger, Werner Hoellriegl, Hanspeter Rottensteiner",2025,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11929063/,"Preclinical development of TAK-754, a high-performance AAV8-based vector expressing coagulation factor VIII"
Effects of skeletal unloading on the bone marrow antibody repertoire of tetanus toxoid and/or CpG treated C57BL/6J mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11929063/,"Johannes Lengler, Markus Weiller, Franziska Horling, Josef Mayrhofer, Maria Schuster, Falko G Falkner, Irene Gil-Farina, Matthias Klugmann, Friedrich Scheiflinger, Werner Hoellriegl, Hanspeter Rottensteiner",2025,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11929063/,"Preclinical development of TAK-754, a high-performance AAV8-based vector expressing coagulation factor VIII"
